timestamp,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0xfC1622AA82Ddb428b376896Dbd82FA663B50143f,​0xBb72B029a3e5019B504e5a943b9CC445Ad40c07d,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x048F6dfB9e674C1962d447924baFFA9C8F68761C,​0x7795Db2daDEA981c311d8a5b6e37291f2eFc9441,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xc7f5C6b526496184dc372aaad34f60b668d656F3,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x9175e0e8434CB6c5cc45A64f8A80F66Ec81B47BF,​0x210671bed37D221cDE1EAaacCf6fe4F843Ce1BC4,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0x06e363172F5FaB873C7efDc1ffa6900c07231a3A,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x6427Fc587266813B6993ae4c8DE672640cB3B43F,​0x38e29135f9e10073B327083A016057720Fc2569E,​0x514fd3B8109CFB7CDe4b17e4912fd56690c23145,​0x000000000000deab340F067535869a0e5226E58a,​0xDf8eFB8a522561EA9bD8C55874Dca4536EE5c618,​0xeaa6cB80a5593E14C5A5fd38AE3D16dcB5Ef75F5,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xCbD4946Af66d9451d7AcFAFEE1234F8925747ebb,​0x2AD672FDA8a042c4c78C411bF9d4f1b320aA915a,​0x97deC872013f6B5fB443861090ad931542878126,​0xCb43027cfbbCCe4d0BA7c99Ca391415df93F2886,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0xCE0c61aBF9866FEf5767e102Cf227F294b3459E5,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x3B67DcfBF5e9D63e355E7a589D15A394e9D7d1DA,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x229779eFD1896e1A4bDC0Acf5CE1DE11C940d102,​0x284b5Cf0188Bf98E295464532767bdC1d25DA52A,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0xC0D6D359b05C60451b02fc87be3F5d808fa89692,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0xA9f4E25F89E960eA33Be7f7aD5699D0077d249CC,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0xA0c9aB7cb590C01D9F36D0F1eb960A544c31467e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x0000000000eBbDaF01e3dE2506CA1e4C08D3ceBa,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x15ec2bCa7dE55d125f122cB35e54b317FDcd5c89,​0x5fBDbBE91FF8362e463470747e1a9bDf4CE8613e,​0xf8A4d4e311e1cC22877943B01a363BC1c315122d,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x48B04d2A05B6B604d8d5223Fd1984f191DED51af,​0x019c199F89b8A374e87b70597bbCA748ac084587,​0x90D1E63Fd61BeDEE4447Ca9398d0d15cdBd4dd42,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x577D96754E7dBDDc5aa9787C139DB2e8026cf4aa,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x3b7921f5b25fC8339269eb8adb28278d5C1F01c3,​0xb45119C2Df78E5EeE8298E1E2F6E1dFDa93D106E,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x488127A7Fe3E6339b1D035c3726a1498B3c408Ea,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0x0D4743269FeC611b422D0A209A460CD8cC0cC8b9,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x1425cFD4eD3d7709E93e00Af541eFDA9bAeab430,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xB3ab42304497618b94f5C0DAC7d50401d4FC1b9f,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x5FfB004C2a93D6E46C09f75d1565350F92f65C89,​0x629cba67970e5FB83917BC53bB6944907DD1b61C,​0xf3704de41D39688514775FD65722d346c06042aD,​0x8Fa73b713032B10A8A21e4C64f40c935B397054C,​0x7376aF1BfBeA6eACf4D8D48A05cC84de3ABBB8bE,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,Other
1591658478000,,,,8.96,,250.18,,,,64.02,,15.00,,25.75,8.80,,,,,6.40,,,,,,,,8.53,17.82,12.95,,,2.05,,17.67,,,,,6.34,,,,,,6.00,,,,,,,,,,,,,,,,48.67,,13.60,,,,,17.63,,,,1.82,,1.85,,,,5.15,3.09,,,0.94,,,,12.82,,,17.03,1.17,,,203.59
1591725334000,,,,,,231.63,,,,42.70,,5.00,,2.02,1.43,,,28.80,,15.08,,,,,,,1.58,10.55,27.36,9.00,,,,,,,,4.31,,,,,,,,10.00,,,,,,,,,,,,,,,,11.39,,,,,,,12.23,,,,,11.36,,,,,,11.94,,,,,,,35.76,,,,,,,152.21
1591793059000,,,,24.41,,394.03,,,,104.80,,10.00,,22.77,9.78,,,7.30,,20.17,,,,,30.00,,0.90,6.21,52.47,15.09,,,2.59,,29.03,,,3.00,,,,,,,,37.04,,,,,,,,,,,,,,,,18.41,,4.14,,,,,21.58,,,6.68,,15.12,,,,,,12.40,,,,,,,24.24,,,,,,,154.05
1591859571000,,,,,,674.48,,,,55.64,,,,57.72,1.41,,,12.54,,41.14,,,,5.00,,6.60,8.22,2.52,43.15,,,,5.69,,30.00,,,3.74,,17.35,,,,,,8.60,,,,,,,,,,,,,,,,23.30,,,,,,,24.69,,,62.30,2.24,0.12,,,,,3.27,6.05,,,,,,,41.25,,10.03,,,,,57.21
1591926628000,,,,17.74,6.20,482.95,,,,22.72,,4.17,,31.14,0.73,,,7.02,,5.68,,,,,35.10,6.15,,7.86,27.30,8.05,,,11.13,,33.68,,,3.82,3.28,4.07,,,6.78,6.00,,6.00,,,,,,,,,,,,,,,,7.30,,,,,,,10.51,,,,8.54,2.23,,,,,4.80,2.92,,,0.22,,,,31.38,,3.11,,,,,150.60
1591993124000,,,,4.16,,359.06,1.70,,,91.88,,,,17.32,,33.98,,3.65,,23.04,3.51,,,10.26,5.84,,,,41.11,,,,1.29,,13.66,,,6.04,,4.92,,,,,,4.50,,,16.80,,,,,,,,,,,,,4.41,,,,,,,,,9.50,4.51,,,,,,,5.20,15.24,,,,,,0.40,8.36,,8.11,,,,,72.66
1592060020000,,,,8.16,,159.00,,,,16.20,,,,2.75,,31.84,,7.80,,18.66,,,,10.34,,,0.42,4.41,16.24,3.00,,,0.38,,9.75,,3.05,3.00,,6.18,,,1.14,,,3.00,,,,,,10.12,,,,,,,,,,5.45,,11.91,,,,,,,3.00,,,0.34,1.32,,,,10.54,6.01,,,,,,1.60,12.52,,2.32,,,,,60.58
1592126059000,,,,12.03,,302.05,,,,22.55,,,,13.08,1.45,24.02,,7.67,,1.74,,,,25.61,,,,1.54,24.51,,,,4.41,,9.97,,7.35,9.95,,13.32,,,1.32,,,,,,,,,10.96,,,,,,,,,,6.01,,,,,,,,,,13.31,,2.50,,,,,3.83,9.00,,,,,,0.40,16.93,,5.87,,,,,50.12
1592193218000,,,,12.98,,406.19,,,,111.03,,,,18.83,0.35,21.16,,11.25,,39.56,,,,,8.82,,4.23,2.38,58.06,,,,2.56,,12.49,,10.75,9.00,,11.37,,,4.43,5.00,,28.00,,,,,,6.26,,,,,,,,,,7.62,,,,,,,15.90,,,13.45,,5.88,,,,,6.00,2.86,,,2.23,,,1.20,16.37,,,,,,,61.92
1592259061000,,,,15.62,,426.31,,,,77.10,,,,15.06,3.81,37.10,,5.21,,33.04,,,,,,,0.93,6.61,46.22,8.49,,,2.49,,20.40,,6.07,,1.00,,,,4.47,16.90,,,,,,,,21.78,,,,,,,,,,12.88,,4.03,6.28,,,,11.53,,,17.44,,1.32,4.94,,,,4.55,0.37,,,,,,,22.51,,0.23,,,16.00,,74.00
1592326391000,,,,,,384.31,,,,66.87,,9.31,,4.06,0.02,,,5.67,,33.23,,,,,9.03,,0.20,2.06,,8.27,,,8.27,,29.91,,,12.07,,15.69,,,6.34,1.79,,14.59,,,,,,7.02,,,,,,,,,,15.01,,,,,,,,,,,,5.68,0.03,,,,9.49,3.32,,,,,,0.80,31.70,,,,,29.97,,46.36
1592393573000,,,,8.14,,175.51,,,,32.32,,,,,0.09,16.24,,,,4.85,,,,,,,,,,4.00,,,3.59,,14.95,,,,,10.17,,,5.97,,,9.09,,,,,,4.80,,,,,,,,,,10.88,,,,,,,,,,,,30.67,,,,,,,,,,,,0.40,9.48,,,,,,,31.69
1592460543000,,,,5.24,,253.23,,,,53.94,,6.74,,,,,,,,18.11,,,,,,,,,,1.59,,,24.03,,5.71,,22.14,6.19,,,,,8.30,3.01,,10.00,,,,,,,,,,,,,,,,12.30,,,,,,,,,,,,7.14,,,,,2.59,,,,,,,0.40,17.61,,10.81,,,28.55,,165.55
1592527754000,,,,,,262.73,,,,27.93,,10.00,,,1.31,,,,,20.57,,,,,,,10.21,2.42,,3.00,,,3.88,,16.64,,10.98,1.64,,,,,22.04,,,11.00,,,,,,9.64,,,,,,,,,,8.11,,,4.00,,,,17.94,,10.12,22.10,,24.23,,,,,3.84,0.67,,,,,,0.40,20.22,,,,,,,163.26
1592594022000,,,,3.99,,217.53,,,,49.77,2.92,,,,0.32,,,,,2.91,,,,,,,4.80,,,,,,,,14.74,,7.54,3.00,,4.95,,,25.99,5.06,,11.67,,,,,,,,,,,,,,,,10.36,,,,,,,,,,,,,,,11.31,,4.00,,,,,,,0.12,39.34,,,,,,,62.63
1592661070000,,,,,3.97,507.71,,,,128.87,12.77,7.00,,,48.91,,,,,,,,,,,,0.06,13.19,,,,,33.28,,19.10,,24.28,12.22,,,,,15.22,,,7.50,,,,,,21.98,,,,,,,,,,10.37,,,,,,,,,,4.35,,5.50,,,,,3.00,0.38,,,,,,0.40,61.09,,5.14,,,,,96.58
1592727831000,,,,,,166.54,,,,75.24,4.50,,,,,,,,,,,,,,,,,,,4.01,,,0.22,,,,8.63,,,,,,15.09,,,3.50,,,,,,,,,,,,,,,,3.86,,,,,,,16.47,,6.54,,,4.90,,,,,,,,,,,,,7.98,,4.03,,,,,51.77
1592794125000,,,,,,144.74,,,,5.79,14.84,,,,2.57,,,,,,,,,,,,,,,,,,1.75,,19.94,,9.14,,,4.12,,,17.89,,,7.50,,,,,,2.17,,,,,,,,,,1.84,,,,,,,,,,3.93,,0.50,,,,,,,,,,,,,8.00,,,,,,,45.29
1592861502000,,,,26.20,4.81,380.89,,,,150.71,64.23,,,,,,,,,,,,,10.00,35.00,,26.49,2.63,,6.00,,,0.43,,20.05,,16.97,15.00,,10.91,,,28.36,6.00,,24.13,,,,,,26.62,,,,,,,,,,25.74,,,,,,,,,10.56,48.85,,0.05,,,,,5.00,,,,,,,,13.93,,2.00,,,,,122.11
1592927890000,,,,21.48,,239.88,3.13,,,40.36,37.96,,,,0.93,,,,,,,,,10.22,,,0.21,5.10,,3.00,,,32.88,,2.80,,8.00,,,12.67,,,18.42,6.00,,19.00,,,,,4.21,5.76,,,,,,,,,,14.27,,,,,,,,,,,,15.06,,,,,3.00,,,,,,,0.04,25.49,,,,,,,28.26
1592995513000,,,,17.11,,272.09,,,,120.09,25.76,,,,,,,,,,,,,10.00,0.01,,,,,,,,0.36,,11.20,,11.86,,,14.32,,,22.05,3.00,,9.17,4.17,,,,,18.28,,,,,,,,,0.53,22.69,,,,,,,,,,,,6.04,3.65,,,,5.00,,,,,,,1.20,33.30,,5.99,,,,,87.18
1593062546000,,,,24.57,,310.11,,,,72.82,32.22,,,,,,,,,,,,,,,,4.11,,,9.00,,,0.86,,24.26,,36.18,,,19.46,,,27.34,4.00,,10.50,,,,,,22.76,,,,,,,,1.38,0.29,11.26,,,,,,,10.02,,,,,5.34,,,,,,,,,,,,,51.95,,1.89,,0.39,,,129.64
1593128647000,,,,14.00,,239.05,,,,33.72,42.48,,,,1.13,,,,,,,,,10.37,,,,,,11.00,,,2.65,,17.72,,3.22,,,9.14,,,6.72,3.00,,6.58,,,,,,8.34,,,,,,,,,,11.14,,,,,,,7.81,,,,,,,,,,,,,,,,,1.20,48.35,,1.00,,1.00,,,23.15
1593195376000,,,,3.57,,133.48,,,,44.87,24.76,,,,,,,,,,,,,,,,,,,,,,1.33,,15.64,,,3.00,,,,,7.12,9.02,,3.55,,,,,,22.95,,,,,,,,,,22.37,,,,,,,17.79,,2.70,,,,0.98,,1.28,,,,,,,,,3.00,15.19,,,,,,,31.12
1593262962000,,,,,,214.64,,,,19.04,25.62,,,,0.42,,,,,,,,,,,,,,,,,,0.18,,8.87,,54.44,,,1.33,,,24.97,,,11.34,,,,,,18.06,,,,,,,,,,6.71,,,,,,,8.54,,1.92,,,,,,,,,,,,,,,1.80,17.86,,,,,,,15.76
1593330837000,,,,3.27,,265.42,,,,41.59,19.22,,,,1.52,,,,,,,,,,20.00,,0.89,,,,,,,,3.60,,21.04,,,37.62,,,3.57,,,26.70,,,,,,19.89,,,,,,,,,,17.26,,,1.15,,,,75.23,,,,,,,,,,,,,,,,,0.60,49.89,,,,,,,47.98
1593396882000,,,,3.27,,60.51,,,,16.29,13.06,,,,2.73,,,,,,,,,,,,1.84,,,,,,,,22.61,,6.00,,,0.26,,,0.38,,,,,,,,,6.64,,,,,,,,,,5.87,0.24,,,,,,3.61,,,,,1.52,,,,,,,,,,,,,11.50,,,,,,,17.21
1593464751000,,,,10.70,,141.57,,,,24.99,29.15,,,,,,,,,,,,,,,,0.04,,,4.07,,,0.09,,10.87,,9.40,,,4.06,,,5.15,2.02,,32.77,,,,,,18.50,,,,,,,,,,13.38,,,,,,,14.03,,,,,0.43,,,,,,,,,,,,,,,,,2.82,,,19.09
1593531858000,,,,,,98.46,,,,20.70,28.76,0.85,,,,,,,,,,,,5.20,,,0.17,,,,,,,,1.93,,20.61,,,,,,0.34,,,6.62,,,,,,12.06,,,,,,,,,,7.16,,,,,,,18.11,,,,,,,,,,,,,,,,,1.20,,,,,0.43,,,20.97
1593599509000,,,,,,181.58,,,,44.10,57.06,,,,,,,,,,,,,,,,,,,,,,1.95,,17.12,,22.15,,,18.68,,,9.11,,,7.00,,,,,,24.66,,,,,,,,2.43,,11.25,,,,,,,15.40,,,,,2.50,,,3.67,,,,,,,,,,,,,,,,,21.74
1593666201000,,,,2.94,,178.37,,,,5.46,31.23,,,,1.59,,,,,,,,,,,,8.68,,,2.06,,,,,14.92,,4.59,,,9.00,,,0.75,,,24.28,,,,,,36.18,,,,,,,,,,19.76,,,,,,,19.37,,,,,3.83,,,,,,,,,,,,,,,,,,,,12.89
1593732971000,,,,,,170.03,,,,10.37,43.52,,,,,,,,,,,,,11.88,,,,,,,,,,,17.01,,20.87,,,5.26,,,0.34,,,9.00,,,,,1.27,17.11,,,,,,,,,,13.92,,,,,,,19.57,,,,,7.11,,,,,,,,,,,,0.60,,,,,,,,7.77
1593800162000,,,,,,396.80,,,,25.61,91.50,,,,,,,,,,,,,,,,,,,,,,,,42.44,,35.97,,,13.99,,,3.69,,,45.33,,,,,,67.99,,,,,,,,,,23.15,,,,,,,34.00,,,,,1.43,1.03,,,,,,,,,,,,,3.01,,,,,,26.36
1593866326000,,,,3.74,,169.09,,,,2.20,42.04,,,,0.36,,,,,,,,,10.44,,,,,,,,,,,19.44,,15.83,,,,,,2.53,,,18.50,,,,,,18.15,,,,,,,,,,16.87,,,,,,,36.69,,,,,,,,,,,,,,,,,1.20,,,,,3.73,,,13.13
1593933211000,,,,,,164.33,,,,3.65,21.96,,,,,,,,,,,,,,,,,,,,,,1.65,,,,24.05,,,24.44,,,3.19,,,27.59,,,,,,14.99,,,,,,,,,0.06,8.78,,,,,,,8.44,,,,,,,,,,,,,,0.09,,,,,,,,,,,7.48
1594000010000,,,,,,111.49,,,,6.88,16.89,,,,,,,,,,,,,10.30,,,,,,6.12,,,1.33,,14.80,,17.14,,,,,,2.03,,,20.75,,,,,,18.36,,,,,,,,,,8.85,,,,,,,12.78,,,,,,,,,,,,,,,,,,,,,,,,,1.38
1594067228000,,,,,,112.23,,,,5.63,9.72,,,,,,,,,,,,,,,,,,,,,,,,1.90,,24.47,,,,,,5.81,,,18.13,,,,,,22.77,,,,,,,,1.41,,16.57,,,,,,,14.57,,,,,3.83,,,,,,,,,,,,,,,,,,,,12.59
1594133831000,,,,,,155.74,,,,9.54,40.09,,,,,,,,,,,,,,,,,,,3.62,,,,,22.06,,23.38,,,5.99,,,3.70,,,33.18,,,,,,27.99,,,,,,,,,,13.34,,,,,,,3.61,,,,,17.03,,,,,,,,,,,,1.14,,,,,,,,18.61
1594199176000,,,,,,156.89,,,,5.56,17.29,,,,,,,,,,,,,31.51,,,,,,,,,,,7.12,,7.82,,,10.68,,,0.64,,,,,,,,,25.89,,,,,,,,,,14.81,,,,,,,19.78,,,,,0.32,,,,,,,,,,,,,,,,,0.00,,,7.08
1594266589000,,,,3.19,,10.31,,,,2.91,4.40,,,,,,,,,,,,,,,,0.63,,,,,,,,6.73,,,,,,,,3.43,,,3.54,,,,,,13.45,,,,,,,,,,1.97,,,,,,,3.08,,,,,0.90,,,,,,,,,,,,0.60,,,,,,,,12.76
1594334149000,,,,,,8.67,,,,13.55,,,,,,,,,,,,,,,,,,,,,,,1.45,,13.38,,,,,,,,2.33,,,3.56,,,,,,8.80,,,,,,,,,0.22,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35
1594400599000,,,,,,10.90,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,0.05,,7.36,,,,,,,,2.58,,,,,,,,,4.99,,,,,,,,,,9.60,,,,,,,8.10,,,,,1.50,,,,,,,,,,,,,,,,,,,,21.21
1594467342000,,,,,,4.56,,,,1.81,,,,,,,,,,,,,,,,,0.02,,,,,,0.41,,2.24,,,,,,,,,,,,,,,,,8.55,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
1594534363000,,,,,,7.70,,,,,,,,0.23,,,,,,,,,,,,,0.84,,,,,,0.27,,18.58,,,,,,,,3.42,,,,,,,,,8.62,,,,,,,,,,8.28,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,27.46
1594600559000,,,,,,25.89,,,,9.23,,,,,,,,,,,,,,,,,0.43,,,3.97,,,,,24.76,,10.36,,,,,,6.83,,,,,,,,,6.44,,,,,,,,,,7.17,,,,,,,13.79,,,,,,,,,,,,,,,,,,,,,,3.63,,,45.44
1594667176000,,,,,,17.07,1.16,,,10.14,,,,,0.03,,,,,,,,,,,,,,,,,,,,5.23,,6.32,,,4.04,,,11.27,,,,,,,,,4.63,,,,,,,,,,10.31,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,48.81
1594734577000,,,,,,8.56,,,,18.17,,,,,,,,,,,,,,,,,,,,,,,0.02,,6.96,,7.58,,,,,,1.56,,,,,,,,,6.95,,,,,,,,,,6.47,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,1.21,,,36.17
1594801444000,,,,,,13.85,,,,6.89,6.38,,,,0.70,,,,,,,,,,,,,,,2.00,,,,,20.14,,13.07,,,,,,12.28,,,8.77,,,,,,27.16,,,,,,,,,,25.40,,,,,,,44.16,,,,,13.58,,,,,,,,,,,,1.80,,,,,,,,74.35
1594868516000,,,,,,9.06,1.11,,,6.00,6.63,,,,1.07,,,,,,,,,,,,,,,,,,1.05,,5.26,,4.54,,,,,,8.10,,,6.27,,,,,,6.05,,,,,,,,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68
1594935634000,,,,,,8.05,,,,9.89,,,,,0.35,,,,,,,,,,,,,,,,,,,,3.51,,,,,3.59,,,13.28,,,,,,,,,2.26,,,,,,,,,,4.17,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,30.59
1595002354000,,,,,,8.45,,,,1.90,4.32,,,,,,,,,,,,,,,,0.29,,,2.00,,,,,16.62,,3.11,,,0.39,,,4.77,,,,,,,,,6.30,,,,,,,,,,8.89,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,19.58
1595068938000,,,,,,4.73,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,6.91,,6.41,,,,,,3.80,,,4.00,,,,,,1.93,,,,,,,,,,9.85,,,,,,,10.13,,,,,13.87,,,,,,,,,,,,,,,,,,,,16.24
1595135940000,,,,,,7.68,,,,13.45,,,,,,,,,,,,,,,,,,,,,,,,,20.07,,5.60,,,18.99,,,5.04,,,,,,,,,1.29,,,,,,,,,,12.73,,,,,,,5.21,,,,,0.45,,,,,,,,,,,,,,,,,,,,28.50
1595202619000,,,,,,4.80,,,,1.24,,,,,0.14,,,,,,,,,,,,1.90,,,,,,1.00,,20.86,,,,,,,,3.32,,,,,,,,,0.22,,,,,,,,,,12.66,,,,,,,6.51,,,,,4.01,,,,,,,,,,,,,,,,,,,,24.15
1595270294000,,,,,,2.17,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,3.81
1595338300000,,,,,,1.20,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,2.52,,5.63,,1.93,,,,,,0.65,,,3.26,,,,,,0.17,,,,,,,,,,2.04,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,5.80
1595405073000,,,,,,2.36,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,1.06,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
1595471028000,,,,,,0.83,0.08,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,5.49,,2.56,,,,,,3.66,,,3.76,,,,,,0.85,,,,,,,,,,0.85,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2.06
1595537940000,,,,,,5.15,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,6.19,,,,,,,,1.07,,,2.55,,,,,,1.69,,,,,,,,,,2.57,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,3.38
1595604570000,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,0.37,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
1595672114000,,,,,,2.19,,,,1.00,,,,,9.00,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,3.69,,,3.00,,,,,,1.92,,,,,,,,,,4.32,,,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,18.65
1595738927000,,,,,,0.95,,,,2.07,,,,,0.82,,,,,,,,,,,,,,,,,,0.08,,5.16,,,,,,,,4.62,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51
1595805432000,,,,,,2.65,,,,1.61,,,,,,,,,,,,,,,,,0.60,,,,,,,,4.13,,,,,,,,0.40,,,,,,,,,3.89,,,,,,,,,,2.89,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,6.94
1595872747000,,,,,,1.93,,,,1.90,,,,,,,,,,,,,,,,,,,,,,,0.34,,2.40,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,2.20,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,4.97
1595939151000,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,2.52
1596006108000,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,1.02,,,,,,,,1.09,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,1.62
1596072129000,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,,,,,,,,0.37,,,,,,,,,2.76,,,,,,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42
1596140024000,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,0.47,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53
1596207016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81
1596273444000,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,1.28,,,,2.37,,,,1.50,,,,,,,,,2.94,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48
1596339947000,,,,,,1.41,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,0.52,,7.26,,,,,,,,1.64,,,3.81,,,,,,4.61,,,,,,,,,,4.45,,,,,,,7.36,,,,,1.44,,,,,,,,,,,,,,,,,,,,14.42
1596406368000,,,,,,1.13,,,,0.72,,,,,0.37,,,,,,,,,,,,0.67,,,,,,,,2.46,,,,,,,,0.41,,,2.66,,,,,,1.90,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
1596473308000,,,,,,1.58,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,0.64,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,3.48
1596540683000,,,,,,1.87,,,,2.22,,,,,,,,,,,,,,,,,,,,1.70,,,0.67,,7.32,,1.72,,,,,,4.29,,,,,,,,,9.62,,,,,,,,,,1.71,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,9.69
1596606713000,,,,,,3.23,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,0.26,,3.09,,,,,,,,2.54,,,,,,,,,4.03,,,,,,,,,,3.47,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,6.28
