timestamp,​0xEcE71f288be2920e87B7e39CAfede463CE35884E,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x5392f73B013eA80b4c5eEc3ea229388809114537,​0x178cADDafD2B81ddc61581d7DAD5d2bBbd43c59C,​0x219d1Df195C20545d3af88256c2CA4aAe8A940D3,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xE9C2EEa0cC009Abc4eC3d8e48E878EBf5730755d,​0x0902CeF863Ed1F6a3709E7b1CBef93B6819415bf,​0x96569F124F6a3B62093C7115F14f8005705bA48a,​0xcd270Ea8fF7905aeB0B89a840C9e6beb5a034476,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x9697E724610505474936ec1382Edceb5AA52F295,​0xD98C3B08221cA4D39Bd3050b48F21E79746e46eb,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xb0AC3A4b6762Ee388E65F5B005CCDD36867D20C6,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x67e5ab5b573F01030a1076dDA7A79Ef0f31A1bFa,​0x2cc3267a8CcBbEcbe18799182566a6B1c3b1daEe,​0x86B56FeAa7C851b666562B28f9ec4d502A8D4DC1,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x5d9a7cCEACE24b366Fe2A77697D9887Cf641E050,​0x22F5C5E66DF3743D99b10d308D112dE4cf9928d7,​0xe3531462044F9d6C1A740936e881188df03DD0e1,​0xbe63619e50B7707388aF43665D61a6A40C71413C,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0xEb5d3A91b5E721Fa251E03bda2C9578E90f30f84,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x000000000000deab340F067535869a0e5226E58a,​0x0bEd86077447f74EcDCE769a2FfBAE924f2d4dA9,​0x5Ea7BdEe2aBA827cAA9DEEaa99034B0fCcBF7deD,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x41A61B5006844cD2a73846851f43509EA1260af6,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0x61395870B11d665d35851305f5767dA9a7D7a709,​0x7B6E5278a14d5318571d65aceD036d09c998C707,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x10af3896da98442DC4668d12b7F9dd944fbEC675,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x22814A103Eb176646f5eD0c22c37976734803121,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xc57c71F8667CD339e19389C47f3C047b4F8C65e7,​0x9B1E347E7ce83caF0e64EcE41D2A4ab7F78585D7,​0xf8fFF4959B9cDEaEB0FF03199D7e51cB438e92C6,​0x0e1BB3A0B7a8cCb368638AeAb5E78263Ed02FDD7,​0x95993e2Fb6F0660EBAD6AE51E82C9CAce36D1648,​0x97deC872013f6B5fB443861090ad931542878126,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x4026064CAbA17596670D1655C771124C309494fB,​0x765AD3Ff78415831d9c69dEE1Cd5D56d09736aDc,​0xE6C486eb5f5cC2C64b53AB6c3942986D648C9b89,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x17793899e36f340638F252A3119d5E41996C9165,​0x676295A5B8B9643be3A78DE1882a0C5B60cD2604,​0x6f75D206917F89059531Da3110D444C630C51306,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x95328D98630779834f3e46f78F900042bC2bDD15,​0x18eFbF7d2D8FFAB1F28D10f6dD0E961782d5B074,​0xF8e46Aa6fDAd4D363CCAA6EAaE33FE643d98c3fa,​0x7fa4d86BEC46CEA223FaA7b351C925b2916489AB,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,​0x710f31Fa40aA1EeBF106a2A72f7daa3622ec7dD6,​0x3f90D918cA30189B2ba79f915571d60a5E07F20b,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x4243062A46d809B3f4206407ed77364299D60486,​0x53e5b0867a89683055D0219936EdaF8296d39F94,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0x09e3B36DbDc641d73c38656605538C4B666dB82B,​0x9096410692868EA33F77Ff1Ca3Ae3d9948FAf82C,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0xE7D4d4Ae5a8B90027b93C5131711f9E5650d484b,​0x61fd9853f4Fbf3598cA538F9C6E02834F7CbBB97,​0xb6B6246bcd96399787511C69c1cDf1bD5E95e9Fa,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0xE929bCd423ccdCe094ed5a4F2AB092070655f0e2,​0x00000000000017C75025D397B91D284bbE8fc7f2,​0x3C75246858329984A67CA73cFc3DF35A8D8b70a1,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x7ee8AB2a8d890c000acC87Bf6e22E2AD383E23CE,​0x52a03D5d2BB8a30585dFc59904C799B27a03A56e,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0xd47140F6Ab73f6d6B6675Fb1610Bb5E9B5d96FE5,​0x5E3C66fD2375141Ca6409400Ec574b37a7f43cb8,​0x5F02FF196a4F465941601D3BE7D8d5A4F99B2D72,​0x0998160bdF3Ff6D86A4E9D5c31e0eFC3Ca7e7D01,​0xbEa041076c5f9005Ec9fD02E6eD36B632c1F7fdA,​0xCD5B3c0C384266EB664F571b44Cd4A10d66A399b,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x7263198C709A456CfDB9d968c9EC56dfb111E5B2,​0x2a40B88387340883ddEd742457Be0187405Aa08A,​0x712E990ffB170BFe8C0de8B4f25918589a80bAbE,​0x045eb6cbc24c8c56B443AE054722d50240D80f4A,​0xaB5fFdCBE8ae4C0c305AA5017f06141974cAe591,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,​0x93e72c268b084344831F705038331b56f1B97f44,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xc5304ad14Dc9C4178caAc6D8167EC9ad7Af3D405,​0xbc565C6EF2b613F0eA4B8BC032Ef9333a58E429c,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0xf443253607Dbde5bdA77C358c9b9f244D819E25C,​0xd7680084e582ac04fB0243A489d2F709DBAeEf06,​0x9fAC78698F0a7e0e0582fbA9b1e59D65BDdfb439,​0xcd8eAdaEeFEF462684d42241f9173E3321991D2c,​0xe52cF5dF025345c4feE78C34daCE21103c3BeD25,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x2B3ED1D32590dce372CE57f186c2c9EEF283685d,​0xCad586cAB9F6Fcebd855Be47f0754738D462840e,​0x86A2963a1d19A67F46Ce1c1bCA79Cca3e7878Ac8,​0x91AAdE8eb213137319d50c4A146413E63035ED4D,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x274a09bC8783274d3df1EA458DF8fC3D6f66A496,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x5323d744aB62b94AF4df81c05830452a57e89ce9,Other
1593062546000,,,,,,,,1.60,,,4.86,,,18.84,,,,,,,,,3.35,,,,,,,,5.46,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,23.06,,,5.05,4.44,,,,,,,5.90,,3.73,,,12.19,,,,,,,,,19.91,,,,,,,,,,,,14.99,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,22.52
1593128647000,,,,,,,,,,,45.91,,,6.06,,,,,,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,0.83,,,,3.91,,,,,,,1.44,,,4.83,0.48,,,,3.57,,,,,,,,2.84,,,,,,,,,14.67,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,11.68,,,,,,,,,,,8.08
1593195376000,,,,,,,,,,,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,,,,,3.84,,,,,,,5.71,,,,5.04,,,,8.08,,,3.37,,,,,2.08,6.36,,,,,,,,12.90,,,,,,,,,,,,5.55,,,,,,,,,,4.86,,,,,,,0.29,,12.81,,,,,,,,,,,2.64
1593262962000,,,,,,,,,,,14.11,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,4.20,,,,,,,,,11.76,,,,,,,,,,,,,,,,,,,,,,,8.43,,,,,,,,,,,,,,,,,,,5.33
1593330837000,,,,,,,,,,,13.22,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,5.72,,,,,,,,,,,,,,,,9.77,,,,,,,,,19.24,,,,,,,,2.33,,,,1.86,,,,,,,,,,3.66,,,,,,,,,,,,,,,,,,,,19.44
1593396882000,,,,,,,,,,,1.09,,,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,,,5.05,2.00,,,,,,,21.42,,,,,9.40,,,,,,4.36,,,4.56,,,,,,,,,,,,5.13,,,,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,6.40
1593464751000,,,,,,,,,,,0.70,,,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,11.03,,,,,,,33.48,,,,0.29,13.14,5.06,,,,,,,,4.42,,,,,,,,,,,,16.64,,,,,,,,,,10.54,,,,,,,,,0.09,,,,,,,,,,,35.57
1593531858000,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,10.97,,,,,4.88,,,,,,,,,8.01,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,6.28,,,,,,,,2.46,,,26.14
1593599509000,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,3.06,,,,,,,,,,2.13,,,,,,1.67,,,,,,,,,,,,9.94,,,,,,2.17,,,,,,,,,,,,,,,3.85,,,,,,,,,,2.70,,,,,,,,,,,,,,,,,,,,2.32
1593666201000,,,,,,,,,,,18.57,,,58.42,13.07,,,,,65.00,,,,,,,,,,,9.49,2.92,,,47.75,,,,,,,,,,,,5.83,,,,,4.47,,13.55,,,,,,,,8.35,8.43,,,,30.87,,,0.06,,,,1.13,55.05,,,,,,,,0.87,3.27,,,,,,,,,,,,15.25,,,,,,,,,,1.69,,,,,,,,,5.87,,,,,,,,12.47,,,55.00
1593732971000,,,,,,,,,,,29.01,,,37.17,,,,,,,,,,,,,,,,,4.69,7.67,,,25.58,,,,,,,,,,,15.00,3.14,,,,,14.33,,,,,,,5.64,,,14.55,,,,,13.11,,,,,,,,36.22,,,,,,,,0.82,0.50,,,,,,,,,,,,30.68,,,,,,,,,,,,,,,,,10.03,10.00,8.76,,,6.00,,,,,,,,2.85
1593800162000,,,,,,,,,,,102.15,,,50.92,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,2.63,,,,7.04,7.42,,1.62,,35.80,,22.14,,5.29,,,15.82,,,14.42,27.22,,,,25.38,,,32.42,,,,,85.46,2.70,38.67,,,,3.50,,13.77,6.77,,,,,,,,,19.95,,,56.53,,,,,1.63,,,,,6.61,,,,,,,,10.00,25.18,,,20.00,,,,,95.67,,,50.81
1593866326000,,,,,,,,,,,18.46,,,89.31,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.50,4.87,2.05,,,,,,,,39.61,9.79,,9.71,,,8.26,17.17,,,,53.20,,,,,,,,77.16,,,,,,6.92,,8.43,7.54,,,,,,,,,,,,70.75,,,,,,,,,,27.52,,,,,,,,99.84,7.40,,,52.10,21.00,,,,12.01,,,75.51
1593933211000,,,,59.63,,,,1.00,,,81.68,,,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90,,,,,,,,,,,,,14.61,,,3.24,,,38.56,8.37,,,,8.00,,,4.40,,,,,67.25,4.25,,,,,3.97,,3.67,5.16,,,,,,,,,,,,46.32,,,,,10.33,,,,,6.03,,,,,,,,,8.77,,,,,,,,,,,61.54
1594000010000,,,,1.33,,,,2.44,,,8.49,,,12.56,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,0.44,,,,,,,,,1.92,,,1.08,,,6.33,11.76,,,,,,,,,,,,17.64,,,,,,,,1.25,1.02,,,,,,,,,,,,20.07,,,9.79,,,,,,,3.71,,,,,,,,13.06,,,,,,,,,,,,38.04
1594067228000,,,,,,,,,,5.00,7.75,,,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,2.17,,,,,,,,0.96,12.84,,,,,18.68,14.84,,,,,,,42.00,,,,,17.87,,,,,,,,4.03,8.38,,,,,,,,,,,,35.81,,,33.24,,,,,,,,,,,,,,,,7.36,,,,,,,,,,,2.56
1594133831000,,,,,,,,,,,5.25,,,1.10,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,7.67,,,,,,15.09,,,,,,,,8.67,,,,,15.55,,,,,,5.13,,0.62,1.32,,,,,,,,,,,,8.32,,,66.17,,,,,,,,,,,,,,,12.30,,,,,,,,,,,,7.06
1594199176000,,,,,,,,,,,28.17,,,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,7.24,,,,,,,10.74,,,,14.06,,,,,,,,19.15,2.83,,,,,,,0.79,1.44,,,,,,,,,,,,38.30,,,1.06,,,,,,,3.55,,,,,,,,9.03,,,,,,,,,,,,69.07
1594266589000,,,,,,,,,,,26.42,,,64.81,,,,,,,,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,4.20,,,,4.64,,,4.36,,,,4.58,,,,42.00,,,,,,,,32.18,30.93,,,,,,,,,4.94,,,,,,,,,,,18.44,,,,,,,,,,55.79,,,,,,,,,,,,,6.57,,,,,,,34.53
1594334149000,,,,,,,,,,,8.26,,,10.48,,,,2.50,,,,,,,,,,,,,,,,,,,15.67,28.47,,,,,,,,,,,,,,,,,,9.62,,,13.53,,,13.54,2.73,,,,3.56,,,14.99,,,,0.06,19.38,2.49,,,,,,,,4.64,4.62,,,,,,,,,,,19.29,,,,,,,,,,,,,,,,20.21,,,,,,,,,,,,,,22.30
1594400599000,,,,,,,,,,,3.28,,,6.71,,,,,,,,,,,,,,,,,,,,,,,14.82,,,,,,,,,,,,,,,,,,,2.45,,,3.37,,,13.33,13.30,,,,,,,,,,,0.59,7.76,2.60,,,,,,,10.83,,2.77,,,,,,,,,,,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00
1594467342000,,,,,,,,,,,8.04,,,,,,,,,,,,,,,,,,,,,,,,9.00,,35.20,,,,,,,,,,14.08,,,,,8.22,,,,3.32,,,11.90,,,8.79,0.41,,,,,,,2.17,,,,,18.97,,16.85,,,,,,,6.93,3.34,,,,,,,,,,,20.34,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,8.42
1594534363000,,,,,,,,,,,0.02,,,5.97,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,4.09,,,,,,,,,,20.37,,,,,,,,,,,,,12.32,,17.41,,,,,,,0.44,4.30,,,,,,,,,,,12.09,,,,,,,,,,18.34,,41.94,,,,,,,,,,,,,,,,,,8.39
1594600559000,,,,,,,,,,,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,65.04,,,,3.03,,,,,,,,,,,,,,,,,,4.84,,,10.03,6.57,,,,,,,0.39,,,,,9.07,,,,,,,,0.70,3.83,2.58,,,,,,,,,,,17.90,,,,,11.95,,,,,8.76,,,,,,,,,,,,,,,,,,,,13.23
1594667176000,,,,,,,,,,,1.47,,,22.01,,,,,,,,,,,,,,,,,,,,,,,17.63,,,,,,,,,,0.40,2.18,,,,,,,,,,,2.64,,,4.87,10.35,,,,4.06,,,,,,,,9.54,5.95,,,,,3.05,,0.86,1.64,,,,,,,,,,,,58.53,,,,,,,,,,12.75,,,,,,,,,,,,,,,,,,,,9.14
1594734577000,,,,,,,,,,,37.43,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,19.16,,,,,,,,,,3.44,,,,,,,,,,,,,,4.42,5.11,,,,,,,,,,,3.53,23.64,,,,,,,,10.67,0.55,20.62,,,,,,,,,,,21.88,,,,,,,,,,,,,,,,,,,,,,7.64,,,,,,,,11.89
1594801444000,,,,,24.24,,,8.00,,,15.45,,,,,,,,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91,,,,6.06,,,,,,,8.53,,,,15.50,,,,,,,,12.77,,,,,,,,,,7.86,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
1594868516000,,,,,2.26,,,,,,18.12,,,11.58,,,,,,,,,,,,,,,,,,,,,,,38.18,,,,,,,,,32.82,0.42,3.90,,,,3.45,,,,14.11,,,3.25,,,,6.49,,,,,,,,,,,,25.77,,,,,,11.60,,5.13,5.74,23.33,,,,,,,,,,,63.40,,,,,,,,,,7.76,,,,,,,,,,,,,,,,,,,,15.09
1594935634000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,39.21,,,,,,,,,,3.88,0.99,,,83.90,6.76,,,,22.23,,,8.64,,,21.20,37.40,,,,21.50,,,,,,,,17.07,3.17,13.47,,,,5.51,,1.58,3.69,24.18,,,,,,,,,,,72.59,,,,,,,,,,35.28,,,,,,,,,,,,,,,,,,,,14.02
1595002354000,,,,,3.74,,,,,,22.36,,,,,,,,,,,,,,0.58,,,,,,,,,,,,31.66,,,,,16.81,,,,,24.65,,,,33.57,26.99,,,,8.32,,,,,,11.16,,,,,18.08,,,,,,,,20.96,,,,,,,,2.97,1.35,42.73,,,,,,,,,,,25.98,,,,,,,,,,3.40,,,,,,,,,,,,,,,,,,,,31.36
1595068938000,,,,,,,,,,,20.50,,,17.41,,,,,,,,,,,,,,,10.00,,,,,,,,3.50,,,,,17.68,,,,,,,,,,38.07,,,,10.33,,,1.57,,,9.80,0.60,,,,14.20,,,,,,,,46.66,,13.63,45.02,,,,,3.50,,18.40,,,,,,,,,,,19.32,,,,,,,,2.02,,5.88,,,,,,,,,,,,,4.90,,,,,,,46.34
1595135940000,,,,,,,,,,,50.13,,,7.57,,,,,,,,,,,,,,,,,,,,,,,25.29,,,,,,,,,,,,,,,20.15,,,,4.78,,,9.75,,,15.90,0.57,,,,,,,,,,,0.70,15.39,3.66,,,,,,,0.16,,6.76,,,,,,,,,,,8.66,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,21.23
1595202619000,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,10.84,,,,,,,,22.24,,,,,,,,,,0.43,,,,,8.95,,,,,,,2.85,,,,0.93,,,,9.00,,,,,,,1.31,1.42,,,,,,,,0.36,1.24,3.48,,,,,,,,,,,23.31,,,,,,,,,,10.82,,,,,,,,,,,,,,,,,,,,12.13
1595270294000,,,,,7.81,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,0.42,,,,,23.01,,,,,,,,,,,,,,,14.60,,,,,,,6.04,,,,0.32,,,,8.50,,,5.53,,,,,13.15,,,,,,,,15.66,,1.49,,,,,,,,,,,31.97,,,,,,,,4.05,,4.36,,,,,,,,,,,,,,,,,,,,11.30
1595338300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,,,,,,,,,,1.27,,20.24,,,,,,,9.33,,,,,,16.04,,,,,,,,,,,,,42.59,5.96,,,,,,,1.77,,,,,,,,,,,,,15.28,,,,,,,,,,4.45,,,,,,,,,,,12.61,,,,,,,,,4.40
1595405073000,,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,,,,,0.59,,,,,7.48,,,,,,,,,,,,,,,,,,,,,,4.10,,,,0.16,,,,,,,,,,,,,,,,,,1.77,,,,4.56,,,,,,,,,,,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
1595471028000,,,,,,,,,,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,41.31,37.42,,,,,,,,,,3.29,,,,,,,,3.66,,,2.81,,,25.36,,,,,16.71,,,4.87,,,,,46.94,,,,,,8.25,,3.05,,5.60,,,,,,,,,,,51.28,,,,,,,,,,29.66,,,,,,,,,,,,,,,,,,,,4.36
1595537940000,,,,,5.02,,,,,,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,4.21,,,,,,,,,,,,,,20.09,1.35,,,,,,,,,,,,11.80,2.55,,,,,,,,,3.66,,,,,,,,,,,40.81,,,,,,,,,,16.86,,,,,,,,,,,,,,,,,,,,5.80
1595604570000,,,,,,,,,,,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,13.57,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,4.50,,,,,,,,8.09,2.91,,,,,,,,,15.51,,,,,,,,,,,6.55,,,,,,,,4.34,,4.58,,,,,,,,,,,,,,,,,,,,2.22
1595672114000,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,21.34,,,,,,,,,,,,,,,,,8.01,,,,,,,11.39,,,,,,15.48,,,,,,,,,,,,,23.59,,,,,,,,,,19.40,,,,,,,,,,,19.07,,,,,,,,11.02,,,,,,,,,,,,,,,,,,,,,,0.10
1595738927000,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,18.35,7.04,,,,,,,24.97,,,,,,18.79,63.47,,,,53.00,,,,,,,,81.42,3.80,,,,,,,,,49.55,,,,,,,,,,,31.10,,,,,,,,2.04,,,,,,,,,,5.00,,,,,,,,,,,,18.83
1595805432000,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,,,,,14.86,,,,,,,0.09,,,,20.42,,,,,,,2.27,31.23,,,,,,2.00,,,3.80,10.15,,,,,,,,,,,16.86,,,,,,,,16.14,,,,,,,,,,,,,,,,,,,,,,1.40
1595872747000,,,,,,,,,,,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,24.66,,,,,,,,,,,,25.09,,,,,,,16.36,,,,,,15.05,13.59,,,,,,,,,,,,24.54,3.79,,,,,,,,3.08,,,,,,,,,,,,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08
1595939151000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,6.57,,,,,,,1.21,,,,8.00,,,3.07,,,,,12.39,,,,,,,,,,8.73,,,,,,,,,,,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
1596006108000,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,0.83,,,,,,,,,,,,,,,,,,,,,,5.30,,,,,,,,,,,,17.44,,,,,,,,,,,,,,,,,,,,,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
1596072129000,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,45.48,,,,,,,,,,0.29,,5.62,,,3.30,,,,,,,,,,,20.37,,,,7.50,,,,,,,,10.60,,,,,,,,,,,,6.87,,,,,,,,,26.55,,,,,,,,,,19.48,,,,,,,,,,,,,,,,,,,,32.04
1596140024000,,,,,,,,,,,59.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,4.98,,,,,,,,9.41,,,,,,11.29,1.52,,,,,,70.80,8.07,,,,,13.45,3.13,,,,,,,,,,,11.32,,,,,,,,,48.39,,,,,15.32,,,,,11.82,,,,,,,,,,,,,,,,,,,,8.24
1596207016000,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27,,,7.91,,,,20.48,,,,,,,,,,,14.28,,,,,,,,7.66,,,,,,,,,,,,17.08,,,,,,,,,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
1596273444000,,,,,,,,,,,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,8.08,,,,,,,,,,,,,,,9.73,,,,8.23,,,,,,,,25.65,,,,,,1.18,,,,,,5.78,,,,,,,,,35.45,,,,,,,,,,15.80,,,,,,,,,,,,,,,,,,,,9.22
1596339947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,,,,,20.00,,,,,,,,13.18,,,,,,,,,3.26,,,3.94,,,,,,,,,21.57,,,,,,,,,,7.51,,,,,,,,,,,,,,,,,,,,9.58
1596406368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,,,,,,,,17.43,,,,,,,,,,,,4.84,,,,,2.02,,,,44.83,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,8.38
1596473308000,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07,,,,,,,,,,,,,,11.57,,,,,,,,,,,2.00,,,,11.00,,,7.24,,,,,15.21,,,,,,,,,,,,,,,,,,,,,35.64,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,4.46
1596540683000,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,4.21,,,,,,2.28,,,,,,11.07,,,,,,,,,26.44,,,,,,,,,,7.80,,,,,,,,,,,,,,,,,,,,18.16
1596606713000,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,6.55,,,,,,,,2.03,2.58,,,,,,,,0.92,,,,,,,,,,,,16.91,,,,,,,,,,8.39,,,,,,,,,,,,,,,,,,,,2.85
1596674074000,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,,,,,,,2.17,,,,,,,,,,,1.11,10.06,1.95,,,,,3.65,,,,,,,,,,,,,,,11.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
1596740019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,7.96,,,,,,,,,,7.50,,,,,,,,,,,,,7.13,,,,,,,,,,,,,,,,,,,,,32.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57
1596807570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,17.82,,,,,,,,,,15.15,1.34,,,,,,,,,,,,13.68,,,,,,,,,2.94,,,10.43,,,,,,,,,35.08,,,,,3.99,,,,,28.66,,,,4.79,,,,,,,,25.00,,,,,,,,0.12
