timestamp,​0x0000bEBB12C49FF44233CB689855b5fAE9EE4bF3,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0xD85A7A3C5F08E3E709c233E133cE1335fBbF5518,​0xBb72B029a3e5019B504e5a943b9CC445Ad40c07d,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x89D3Afde089399534aFDB7aD2D05138315Ef45FF,​0x7954AF6cBbd93DAE4dE8d8be4bb5a8eae5656106,​0x30F1d1fFAD34b24Bb8310Ad9DD237B854b4DAEa7,​0x13526967CadFd180c27A4392A46A30c573088bee,​0x363a94A9Ec421e27aa86b4015007c3698959E5cb,​0x347397EefF516c7F3809A4c1dadE10D692341d0f,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x986748F2eec2f0BEC5a85FBaC06F982ee4a91281,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xfBabBAaAaD540477fcb64412b74bD2B73907cb99,​0xEcC996953e976A305ee585A9C7BBbcc85D1C467b,​0x309b38eC83F03f55822B424C42D9E3a7404e5E53,​0x968cF7d8bbE57E3Cde24aC1e2F2A52dC8eBf25E6,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x7811516127F7E9083AC7C5f65E213Ab3443Cff40,​0xB680f628C56C8Fa368Dacbb0C27beEf8C98355b9,​0x4eC5b02a9F109D44AfA67615A5A2C9A02A77e08b,​0x248EE163064CEC75103EFB80EA0014fBCd96693f,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x419afe43175501f642E7F1D42Aefb57DF4165739,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0x268Cb4c8B97DA9d146702D84501A64F597A3aa14,​0x473afAb58B2C5D4DbC5FAD5D236f6658AD84E83b,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xCcB5520c2211af9fd7CAE749bB91728D72771E4F,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x2AD672FDA8a042c4c78C411bF9d4f1b320aA915a,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x6ca323Ab76aa6d0C7406520f49795470662e9C84,​0x0f0e9790Ff3Ef0923f03C58d0029c94c8e1d1253,​0xAA7eeC6b62D55Db20381AF6d8E83210DAF59Ca77,​0x97deC872013f6B5fB443861090ad931542878126,​0xA540fb50288cc31639305B1675c70763C334953b,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x7b3E062b606A177c2DAd79d0Eb1C81941efE26C0,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xd084ab520D116dBE0069796fe542e767fb4B498C,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x139Bb96B05f21105B565FE2F342E98dC1D13Fb16,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x89b76bddA22a59014E7C67A612ca80DAD957e13d,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0xE20Ff024e00A324D6Fd29750EBe92e6b4FaA2741,​0xB46ca5c06586BD0f9DB7708Ee45760d1055CDd13,​0x0F94e2a44CED2a368DA8a1EdEAa337F13A8560D0,​0xc90Ccfda241dAB9A2076d6f30473112B49D752e8,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0xA0c9aB7cb590C01D9F36D0F1eb960A544c31467e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x691Ce62a208B195acCF54C39a98F1112C90046d1,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xD3AA1fE5D12C62eea28b768AE27C1f53B0B79181,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xfC898B18a70cE49579f8D79a32e29928C15b4Bc8,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x38F2cDD0Ea4b38dBed40A36530313A5D89638858,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB944d13b2f4047fc7bd3F7013bcf01b115fb260d,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x24a7eaaD0D7F13d1999206D8C22f926980A12CA6,​0xB6d3D9bc0e8Ab251C0eb29bD7c0E53bf482B3093,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x3b7921f5b25fC8339269eb8adb28278d5C1F01c3,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x9Ca13029232C8f4AAC1D42FaA54A36aDE41aA10d,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0xB78a63B0CE816af3a1Ae53659953d28f82d6f50F,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0xa73621aEAe24869942f1279003bDe11d4Eac2Cab,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0xF4B0e07B1010b9dc23d369069ab4F2192651D474,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,​0x8A2F5d6D822611BDab08D306aA8F3E3942177417,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x4afd569355Eb05CC1F098195C11ababCCa16d663,​0x3b1E215FE1138aA9034b5E6De39892e45ac05176,​0x1fC6386835eB73C7c3b16695f30611B1a71FC84c,​0x16b8Cc5B1558b365D9844385425b13Bde0ceaa49,​0xf182EA75ce927013459f7a6FC2002b519Cc35426,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xF52016C209c8a539c46c9aa4c8d83538Dc4483DE,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x00d1Ce825DacBCb6789e2D5fB1873A7178312abC,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0xcB71EB21F53a2F4de0F26dc90518Df10Be13D1EC,​0x81e6B7E1909401769B9B2E4Fab1fEAc8FD310c17,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xeb676329dAA8A1e6DE953E39870Db8F8FC5895D9,​0x532D562bd356E8Bf71099eE074AF2737b0f452b0,Other
1578724741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,0.35,,,,,,0.53,,,,,,,,,,,,,,,,,,,,38.13,,,,5.30,,,,,,,45.72,,,,,,4.19,,,,,,,62.86,,,,23.75,,,,,,23.90,,,,,,,21.85,4.29,20.00,,,12.19,,,,37.22,,,37.78,,,,,0.07,8.30,,,248.66
1578790822000,,,,,,,3.00,,,,,,,,,,,,,,,,,,1.07,,,,33.20,15.64,,11.67,,,,,1.44,,,,,,,12.63,8.15,,,,,,15.37,24.97,,,,,,,,,,,,0.76,,,,5.43,,,45.38,220.71,,,262.50,11.45,,,,,40.12,6.10,,,,,,,,,,108.00,,45.00,,,1.98,26.99,,,,11.50,,,140.10,,,,,10.68,,53.79,,24.90,,,39.49,,,,,,108.02,5.92,,413.00
1578857025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,,,3.33,,,,0.37,,0.35,,,,,,1.41,22.35,,,,,,,39.09,,,,,,,,,,,,0.12,,,,,,,14.64,,,,82.37,0.19,,,,,1.20,,,,,,,,,,,6.50,,14.10,,,,,,,,,,,39.83,,,,,11.15,,,,21.13,,,30.70,,,,,,11.34,,,267.74
1578923015000,,,,40.00,,,,,,,,,,,,,,,,,,,20.00,,16.61,,,,,7.73,,9.45,,,,,,,,,,,,3.93,0.28,,,,,,51.45,49.86,,,,,,,,,,,,35.95,,,,1.57,,,15.09,,,,132.96,7.45,,,,,1.10,,,7.22,,,,66.36,,,,135.72,,15.00,,,,,,6.00,,2.86,,,49.01,0.02,,,,24.35,,,,39.75,,,40.04,,,,,,34.33,,,765.47
1578989540000,,,,,,0.00,4.44,,,,,,,,,,,,,,,,,,22.21,,,,,,,4.12,,,,,,,,,,,,8.58,43.04,,,,,,36.11,59.48,,,,,,,,,,,,45.60,,,,6.61,,,,,,,543.53,13.07,,,,,6.26,22.37,,1.73,,,,,,,20.91,71.82,,,,,,20.11,,,,,,,96.17,0.55,,,,27.08,,,,22.39,,,56.44,,,,,,50.88,,,447.48
1579055596000,,,,,,168.28,,,,,,,,,,,,,,,,,,,3.37,,,,,5.35,,19.86,,,,,8.44,0.81,,,,,,5.51,1.34,,,,,,2.93,,,8.87,,,,,,,,,,43.61,,,,2.09,,,,,,,156.78,4.26,,,,,3.30,,,,,,,,,,,7.41,,,,,0.34,3.31,,,,4.46,,,76.91,,,,,13.36,,,,,,,3.27,,,,,,6.43,,,137.50
1579122050000,,,,,,118.64,,,,,,,,,,,,,,,,,58.74,,8.65,,,,,2.18,,44.22,,,,29.73,,3.03,,,,,,5.17,,,,,,,,,,34.84,,,,,,,,,,86.07,,,,,,,,,,,242.79,7.91,,,,,1.89,10.00,,,,,,,,,,9.16,,,,,4.35,12.43,,,,,,,26.05,,,,,25.08,,,,,,,6.11,,,,,,2.27,,,210.65
1579188604000,,,,100.00,,219.42,,,439.61,,,,,,,,,,,,,,,,24.58,,,,15.00,55.15,,109.24,,,,9.96,,0.26,,,,,41.11,2.44,25.25,,,,,,2.60,8.14,,,,,,,,,,,,2.14,,,,,,,,,,,115.35,,,,,,6.93,,,,,,,,,,,52.29,,,,,7.74,11.68,,,,,,42.05,78.40,,,,,12.04,,,,55.87,21.02,,4.40,11.50,,,,0.95,23.89,,,305.08
1579254375000,,,,,,86.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,4.74,,,,,,,,1.18,7.13,,,,,,11.65,,,10.13,,,,,,,,,,,,,,4.42,,,,,,,128.33,,,60.94,,,1.08,,,,,,,,,,,3.53,,,,,26.83,14.91,,,,,,,19.18,2.92,,,,21.23,,,,10.10,,,5.26,,,,,30.64,,,,158.07
1579320115000,,,,,,218.25,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,,0.19,,,,,,2.28,,,,,,,32.44,,,,,,,,,,,,,,,,,,,,13.58,,,,164.13,,,,,,0.63,,,,,,,,,,20.13,3.65,,13.33,,,5.48,,,,,,,,7.72,,,,,,,,,25.51,,,36.70,,,,,0.15,32.67,,,182.45
1579386588000,,,,,,57.27,,,,,,,,,,,,,,,,,,,,,,,,15.61,,10.06,,,,,,,,,,,,25.36,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,9.10,,,,,,1.24,,,,,,,,,,,,,,,,8.61,,,,,,,,1.04,,,,,,,,,,,,11.35,,,,,,,,,73.44
1579453251000,,,,,,105.61,,,,,,,,,,,,,,,,,,,,,,,,14.97,,9.87,,,,0.01,,3.39,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,69.84,4.92,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,29.14,0.28,,,,,,,,4.75,,,,4.60,,,,,,,,59.14
1579518909000,,,,,,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,2.41,,0.76,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51,,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,12.92,,,,,23.63,,,,10.12,,,,,,,,,,,,56.54
1579584998000,,,,,,132.12,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,0.94,,,,,,,1.28,28.54,,,,,,45.55,,,,,,,,,,,,,,,,,2.33,,,,,,,522.55,,,,,,37.02,,,,,,,,,,,24.86,,,,,3.25,,,5.05,,,,10.18,46.69,,,,,24.19,,,,,,,1.93,4.33,,,,,16.79,,,120.60
1579650516000,,,,,,435.10,,,,,,,,,,,,,,,,,,,,,,,,,,43.95,,,,,,,,,,,84.00,2.00,,,,,,,50.80,,,7.54,,,,,,,,,,,,,,2.47,,,,,,,472.90,0.59,,,,,3.50,,,,,,,,,,,37.48,,,,,0.19,,,,,,,,56.01,,,,,12.90,,,,25.18,,,9.58,,,,,,16.42,,,195.17
1579717286000,,,,,,652.18,,,,,,,,,,,,,,,,,,,,,,,,14.07,,3.09,,,,,,6.70,,,,,,0.06,115.74,,,,,,11.66,14.08,,40.61,,,,,,,,,,,,,,2.07,,,,,,,243.50,,,25.54,,,10.59,,,,,,,,,,,36.66,,,,,78.56,,,9.55,,5.00,,38.00,37.77,,,,,13.09,,,,11.75,,,59.28,,,,,154.54,56.23,,,355.29
1579783170000,,,,,,189.78,,,,,,,,,,,,,,,,,,,,,,,,15.75,,4.09,,,,9.33,,,8.94,,,,,2.24,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,526.24,,,109.75,0.01,,,,,10.21,,,,,,,,,,40.04,21.18,,,,,,12.95,,,,,1.52,,6.55,,,,,13.74,,,,11.75,,,,,,,,,27.70,,,94.47
1579848954000,,,,,,176.67,,,,,,,,,,,,,,,,,,,,,,,,38.88,,3.17,,,,,2.61,,9.67,,,,,1.51,,,,,,,,,,,,,,,,,,,,81.79,,,,,,,,,,,24.94,,,,,,7.96,,,,,,,,,,,7.99,,,,,0.01,,,,,,,,29.10,,,,,,,,,,,,,,,,,0.04,15.57,,37.18,58.88
1579915579000,,,,,,349.26,,,,,,,,,,,,,,,,,99.18,,,,,,,,,10.65,,,,,0.91,,22.48,,,,,12.73,0.32,,,,,,37.10,,,,,,,,,,,,,37.06,,,,2.00,,,,,,,119.28,,,,,,5.01,29.00,,,,,,,,,,37.97,,,,,,12.33,,,,,2.82,,12.41,,,,,,,,,44.23,,,19.16,,,,,,7.24,,266.12,82.73
1579982233000,,,,,,143.05,,,,,,,,,,,,,,,,,,,,,,,,11.95,,7.11,,,,,53.05,,2.34,,,,,0.86,2.81,,,,,,,,,,,,,,,,,,,20.10,,,,,,,,,,,17.62,,,,,,0.31,,,,,,,,,,,20.77,,,,,32.95,,5.99,,,,,,2.45,,,,,,,,,,,,,,,,,,4.24,,,40.40
1580049245000,,,,,,39.49,,,,,,,,,,,,,,,,,,,,,,,,19.71,,2.57,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,8.77,,,,,,,,,,,16.47,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,13.05,,,,,,,,,,,,,,,,,,3.68,,,36.61
1580114658000,,,,,,148.12,,,,,,,,,,,,,,,,,,,,,,,,,,12.24,,,,,50.00,,61.34,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.20,,,,,,8.08,,,,,,,,,,,17.07,,,,,,,,,,,,,4.87,,,,,,,,,,,,,,,,,0.07,2.12,,,35.82
1580180893000,,,,,,225.63,,,,,,,,,,,,,,,,,40.00,,,,,,,27.63,,0.62,,,,,57.50,,86.32,,,,,89.72,,,,,,,8.16,19.65,,,,,,,,,,,,,,,,2.37,,,,176.37,,,111.99,,,,,,15.25,,,,,,,,,,,50.03,,,,,,,,,,,,,55.60,,40.72,,,,,,,5.03,,,9.10,6.33,,,,,17.00,,,289.03
1580247630000,3.38,,,,,164.54,,,,,,,,,,,,,,,,,,,,,,,,16.41,,3.19,,,,,,,1.53,,,,20.00,0.26,,,,,,,,,,,,,,,,,,,,28.22,,,,,,,,20.95,,,184.22,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,4.00,,,96.02,,,,,,,,,5.02,,,7.21,,,,,,14.68,,,218.56
1580313366000,,103.80,,,,341.54,,,66.11,,,,,,,,,,,,,,,,,,,,,,,12.30,,,,6.19,16.07,7.93,189.20,,,,,5.80,,,,,,,22.86,44.48,,49.52,,,,,,,,,,3.39,,,,12.09,,,15.12,560.20,,,416.69,0.08,,,,,94.59,,,,,,,,,,,102.33,,15.00,,,169.90,6.77,,,,,,97.26,45.94,4.92,,,,,,,,36.66,,,29.08,4.09,,,,,52.20,,,611.23
1580380051000,,1.33,,,,235.63,,,,,,,,,,,3.22,,,,,,10.00,,,,,,,2.97,,5.97,,,,,5.94,,5.18,,,,,6.37,,,,,,,6.25,15.49,,10.63,,,,,,,,,,,,,,1.87,,,,,,,94.22,,,,,,2.31,,,,,,,,,,,22.98,,,,,,,,,,,,,1.81,,,,,,,,,,,,14.07,,,,,,2.29,,,209.26
1580446477000,,1.27,,,,448.89,,,,,,,,,,,,,,,,,40.00,,,,,,,,,8.66,,,,0.59,10.00,,32.58,,,,,2.78,,,,,,,1.90,18.32,,,,,,,,,,,,4.49,,,,,,,,,,,51.96,3.25,,,,,0.40,,,,,,,,,,12.72,42.69,,,,,,,,,,,,2.50,40.64,,,,,,,,,,,,4.09,,,,,,8.84,,,218.13
1580512997000,,,,,,120.47,5.07,,,,,,,,,,,,,,,,,,,,,,,,,9.43,,,,,,,1.83,,,,,0.60,,,,,,,8.18,8.95,,,,,,,,,,,,1.53,,,,,,,15.08,,,,241.38,,,53.15,,,0.92,30.37,,,,,,,,,10.59,29.72,,15.00,,,,21.15,,,,,,68.95,27.48,0.01,,,,,,,,50.84,,,34.89,,,,,149.43,6.18,,,279.93
1580579921000,,,,,,197.98,,,,,,,,,,,,,,,,,,,,,,,,,,12.32,,,,0.15,,,1.42,,,,,1.20,,,,,,,44.38,,,,,,,,,,,,,,,,,,,,,,,,78.61,,,,,,2.76,,,,,,,,,,5.03,19.62,,,,,,,,,,8.62,,,2.75,,,,,,,,,,,,17.27,,,,,,,,,114.19
1580645575000,,,,,,143.90,,,,,,,,,,,,,,,,,,3.88,,,,,,25.08,,7.62,,,,27.35,,,66.25,,,,,2.05,,,,,,,,,,9.34,,,,,,,,,,48.56,,,,1.99,,,,,,,299.23,,,,,,1.09,,,,,,,,,,,5.94,,,,,0.00,,,,,,,,34.24,,,,,,,,,,,,,,,,,11.02,,,,109.74
1580711822000,15.59,,,,,229.21,6.01,,,,,,,,,,,,,,,,,,,,,,,,,10.08,,,,,3.00,,6.99,,,,,4.77,,,,,,,6.08,,,,,,,,,,,,,38.19,,,,2.46,,,,,,,123.17,,,,,,1.32,10.07,,,,,,,,,,14.61,,,,,,,,,,,2.99,,14.65,,,,,,,,,4.75,,,,,,,,,4.73,,,163.53
1580778615000,7.59,16.93,,,,233.12,,,,,,,,,,,,,,,,,,,,,,,3.00,41.11,,18.95,,,,5.46,,,93.82,,,,70.00,2.95,,,,,,,25.00,12.13,,33.70,,,,,,,,,,5.37,,,,6.39,,,14.47,,,,290.23,,,,,,0.63,56.11,,,,,,,,,6.91,42.99,,14.44,,,,16.46,,,,,1.96,5.03,16.15,,,,,,,,,28.85,,,,,,,,,11.31,,,491.87
1580844182000,8.77,36.05,,,,65.86,,,,,,,,,,,,,,,,,,,,,,,,18.37,,,,,,,,,19.37,,,,,44.05,,,,,,,,,,11.00,,,,,,,,,,,,,,5.74,,,,,,,135.71,0.01,,,,,,,,,,,,,,,6.06,3.80,,14.61,,,,,,,,,,,12.50,,,,,,,,,,,,,,,,,,,,,186.81
1580910496000,35.08,1.00,,,,588.53,45.26,,,,,,,,,,,,,,,,,,,,,,,,,9.44,,,,1.01,44.81,10.07,211.11,,,,,5.23,,,,,,,22.54,53.70,,62.67,,,,,,,,,,6.74,,,,6.28,,,,,,,1079.56,2.07,,189.62,,,3.45,,,,,,,,,,11.23,164.86,,,,,,,59.70,,,10.00,1.71,10.61,38.39,,,,,,,,,19.55,,,38.96,,,,,,69.00,,,487.76
1580977343000,13.94,8.23,,,,112.34,56.70,,,,,,,,,,,,,,,,,,,,,,,,,7.12,,,,,,,40.95,,,,,15.51,,,,,,,,19.12,,20.00,,,,,,,,,,7.93,,,,2.47,,,,1.66,,,90.60,,,,,,2.08,35.00,,,,,,,,,,13.06,,,,,,,,,,5.00,1.53,,13.82,,,,,,,,,9.75,,,,,,,,,33.99,,,615.55
1581043789000,5.04,0.94,,,,297.19,20.54,,,,,,,,,,,,,,,,,,,,,,,,,25.31,,,,,,,67.68,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,2.54,,,,,,,54.01,,,,,,5.56,48.55,,,,,,,,,,26.81,,,,,,,,,,,,25.91,38.89,1.99,,,,,,,,,,,,,,,,,5.71,,,154.77
1581110121000,14.12,0.84,,,,312.84,8.85,,,,,,,,,,,,,,,,28.72,53.77,,,,,,,,51.90,,,,0.92,4.53,0.58,40.87,,,,,18.89,,,,,,,25.00,,,9.90,,,,,,,,,,5.78,,,,,,,,,,,143.90,0.01,,,,,1.21,10.00,,,3.07,,,,,,,14.57,,,,,,,,0.97,,,1.54,41.54,25.55,,,,,,,,,4.75,,,,,,,,1.71,6.31,,,454.54
1581177428000,3.74,,,,,228.05,8.99,,,,,,,,,,,,,,,,,,,,,,,,,23.92,,,,0.11,,0.04,,,,,46.00,1.05,,,,,,,12.78,,,20.50,,,,,,,,,,1.46,,,,,,,20.35,,,,134.72,,,,,,2.08,,,,127.26,,,,,,,,,20.00,,,0.67,7.06,,,,,3.53,,33.48,,,,,,,,,,,,0.90,,,,,2.53,,,,110.10
1581243665000,6.30,23.06,,,,133.02,13.51,,,,,,,,,,,,,,,,21.55,4.33,,,,,,,,11.29,,,,,,0.44,,,,,,5.30,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,548.65,,,,,,12.66,5.00,,,63.11,,,,,,19.43,,,,,,,1.57,,,,,,,45.27,,,,,,,,,,,,31.25,,,13.78,,3.21,,,,327.84
1581310184000,19.26,3.13,,,,243.31,16.31,,,,,,,,,,,,,46.27,,,,,,,,,30.54,,,61.85,,10.00,,0.12,,4.14,,,,,,23.79,,,,,629.05,,52.79,,,45.18,,,,,,,,,,,,,,,,,20.11,,,,372.63,0.87,,105.34,,,8.14,65.00,,,103.28,,,,,,,,,20.00,,,20.21,3.74,,,,,3.99,,151.38,0.99,,,,,,,,,,,36.21,,,,,19.15,,,,626.59
1581375300000,40.08,1.00,,,,131.65,16.96,,,,,,,,,,,,,,,,,,,,,,,,,37.23,,,,7.29,,,,,,,,2.66,,,,,380.55,,31.80,,,9.91,,,,,,,,,,1.14,,4.33,,,,,20.11,,,,324.67,4.47,,,,,4.75,25.42,,,53.06,,,,,,,,,20.00,,,,16.72,,,,,,,20.89,,,,,,,,,,,,35.68,,,,,4.44,,,,273.89
1581441429000,25.32,,,,,110.10,8.29,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,,4.51,,,,,,6.81,,,,,,,5.75,,,,,,,,,,,,,,,,,,,,10.05,,,12.00,155.18,0.81,,,,,2.92,,,,55.96,,,,,,,,,10.00,,,0.03,16.96,,,,,1.36,,34.06,,,,,,,,,,,,25.37,,,,,1.98,,,,239.00
1581508790000,51.17,12.45,,,,503.14,18.30,,,,,,,,,,,,,46.21,,,,,,,,,,,,47.89,,,,1.27,19.58,6.49,,,,,,8.76,,,,,16.30,,49.20,,,14.00,,,,,,,,,,110.42,,13.39,,,,,10.03,,,,432.63,3.14,,110.74,,,27.85,15.05,,,52.58,,,90.95,,,,,,10.00,,,0.79,9.26,,,,,2.50,,134.71,,,,,,,,,,,,16.98,,,,,2.37,,,109.32,811.42
1581574720000,56.11,4.73,,,,541.16,6.83,,243.23,,,,,,,,,,,,,,,,,,,,3.00,,,25.81,,9.53,,0.25,15.00,0.13,,,,,,8.57,,,,,,,132.84,,,15.11,,,,,,,,,,7.05,,7.91,,,,,78.47,,,48.75,134.78,0.22,,116.64,,,1.81,177.94,,,119.53,,,,,,9.09,,,77.92,,,1.70,36.08,,,,,,,132.94,,,,,,10.75,,,,,,47.14,,,,,24.87,,,,522.23
1581641265000,33.86,0.09,,,,123.63,,,,,,,,,,,,,,27.00,,,,,,,,,,,,17.58,,10.00,,2.90,,,,,,,,3.86,,,,,,,15.04,,,,,,,,,,,,,3.20,,,,,,,10.06,,,,72.95,,,,,,3.04,20.00,,,73.38,,,,,,,,,10.00,,,0.04,,,,,,,,29.37,,,,,,,,,,,,,,,,,3.38,,,,232.07
1581707956000,19.74,4.15,,,,94.38,,,,,,,,,,,,,,,,,,,,,,,,,,19.17,,30.05,,,1.06,,,,,,,14.95,0.14,,,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,145.33,,,,,,1.11,20.56,,,41.68,,,,,,,,,,,,0.04,,,,,,,,27.58,,,,,,,,,,,,,,,,,3.70,,,,155.23
1581774043000,32.47,,,,,229.74,49.63,,,,,,,,,,,,106.31,,,,,,,,,,,,,27.17,,15.00,,,0.02,0.09,,,,,,39.25,,,,,,,69.95,,,42.04,,,,,,,,,,18.25,,,,,,,10.04,,,,111.53,,,,,,1.38,45.00,,,57.35,,,,,,9.09,,,10.00,,,,,,,,,,,165.09,,,,,,,,,,,,,,,,,,,,,270.28
1581841298000,14.99,,,,,58.56,,,,,,,,,,,,,,,,,,,,,,,,,,42.87,,,,0.19,0.01,,,,,,,0.37,,,,,,,5.55,,,,,,,,,,,,,0.60,,,,,,,,,,,9.86,0.01,,,,,0.17,,,,13.32,,,,,,,,,,,,,,,,,,,,9.76,,,,,,,,,,,,,,,,,,,,,149.92
1581907086000,20.39,6.07,,,,55.29,,,,,,,,,,,,,,,,,,,,,,,,,,84.67,,,,3.52,,0.04,,,,,,11.76,,,,,,,13.30,,,10.12,,,,,,,,,,2.71,,,,,,,,,,,30.84,0.01,,,,,2.56,23.46,,,40.75,,,,,,,,,,,,0.70,,,,,,,,59.92,1.00,,,,,,,,,,,10.35,,,,,1.09,,,,57.05
1581973926000,19.43,5.50,,,,169.77,7.96,,,24.56,,,,,,,,,,27.87,,,,,,,,,,,,23.10,,,,,,,,,,,,20.25,,,,,,,15.81,,,,,,,,,,,,,73.96,,15.64,,,,,,,,,15.52,2.95,,,,,2.27,26.55,,,141.50,,,,,,,,,,,,12.08,,,,,,,,38.18,,,,,,,,,,,,5.71,,,,,,,,,115.68
1582040665000,34.17,5.50,,,,106.90,,,,,,,,,,,,,106.98,60.57,,,,,,,,,102.70,,,6.06,,,,,0.05,5.92,,,,,,1.70,,,,,,,55.11,,,,,,,,,,,,,62.77,,,,,,,,,,,113.14,,,,,,7.33,,,,,,,,,,30.00,,,,,,1.65,,,,,2.00,,,63.78,0.34,,,,,,,,,,,,,,,,,,,,416.99
