timestamp,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x32Cd1F7BdaE90B87E9b58d25d2ef7b09f6A9B548,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0x90a3D8C8a9247e409F455C4F7DC4092596C223A2,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0xB1dEbeF06e45178F53CD15741e21163461D30FFC,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0x347dEE698fD3ECcd64E11EF11c9C141E0D957Ba8,​0x00684f046F379fe5d2B77D837ED51f5686807421,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x01Da73c4Ec1355f953aD0AAcA3eF20e342Aea92a,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0xfEA677f3b408700AE4ba6355C4885851867a29E3,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x514fd3B8109CFB7CDe4b17e4912fd56690c23145,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xf369af914dBed0aD7afdDdEbc631Ee0FDA1b4891,​0xd72fBaE4B64079eDd64969F760cdf240eC7533Eb,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x97deC872013f6B5fB443861090ad931542878126,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x2BDE3b9C0129be4689E245Ba689b9b0Ae4AC666D,​0x63F1b06029120eBdac4F708425e53CdEc8dD66E8,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x00003605D910ECB5e30EC854B1E366562B1a1280,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0xE929bCd423ccdCe094ed5a4F2AB092070655f0e2,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x2C4430a0AA50Cc85D644B7Af709d91F0b31110fC,​0x00e541A6E7D9AB69E9343c9BA357D5f6e367dFc2,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x0000000000eBbDaF01e3dE2506CA1e4C08D3ceBa,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x3Ed3487EC330f4FF0793B7abab9DD0da040851A0,​0x5D3F542634070284671b87ff25A7e7B008D75d69,​0x6d5fe1342745230063BE26117Abb4612d9876Ba5,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x3F3e18aef051dC2b489CEf138BB9e224F78f7117,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x839E279E912416EBE17860319F177cB10A145070,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x9b5ae4eC22d5cd97FF364A8b907C09Dcb950fe97,​0xE8bEA818de87dD3E5cE9547120936c822b5B9502,​0x133D93566f9699B3Af46fE150daA8a67a9563ED6,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xda60cF8B58E309fA058Ee2351f3e211bDFEc21e4,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xbC310932f70819e546cd2315435314F1C9C43569,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x498aA5830da490C85Dc4d92B410aAB86edB26c17,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x37A7D5A1951c0B234156a1e25e94AB90a668C39e,​0x71ED9bf644655A845aa08E068fD9AcA7a2b5342b,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x3911C614bE43aC656d818092236Be68e413D2708,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x6e316492eD3d5Cba0d8940babC589989D7F59193,Other
1567794373000,,,,,,,,,,,,,,,,,,,,,0.99,,,,1.97,,,,,,,,,,,,,,,,,,1.20,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.88,,
1567860872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,1.06
1567928417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,0.43
1567996252000,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,1.14
1568063465000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,0.10
1568130759000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1568198340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,0.83,,
1568266003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,1.90,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,,1.25
1568332434000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,0.50,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,2.00
1568400865000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71,,30.09
1568467502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,3.90
1568535532000,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,1.00,,,4.76,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,1.02,,,,,5.77
1568603177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
1568669970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50
1568737700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,3.15
1568803850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,0.27
1568871705000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,3.54,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,2.18,,9.56
1568939678000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,5.11
1569006694000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00
1569074199000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
1569142150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,0.55
1569209597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1569276280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,1.98
1569344903000,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,1.81,1.81,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30
1569412741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.35,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,4.40
1569480328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
1569548219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0.80,,2.86
1569615424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
1569683184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,2.30
1569751196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,1.47,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24,,20.85
1569817983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,7.16
1569885879000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,2.70,1.99,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,10.74
1569953471000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,1.20,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,1.44
1570021093000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,1.57
1570088581000,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50
1570156245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.55,,,,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,10.48
1570223512000,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,1.51,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,10.57
1570290984000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,1.30,4.61,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,7.84
1570358020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,0.98,,3.37
1570424401000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,2.61
1570492273000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,3.69
1570560314000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,0.30,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,2.25,,1.44
1570628456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
1570696365000,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,3.55,,1.92,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,13.88
1570764407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,1.89
1570832121000,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,0.80,0.40,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,5.48
1570900657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
1570967603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,0.47
1571036079000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,5.37
1571103316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,1.39
1571171084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,2.92
1571239896000,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,1.04,,,0.80,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,2.19,,4.14
1571307873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
1571376291000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59
1571444011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,0.62
1571512073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,0.50
1571579975000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.48
1571648150000,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,1.40,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.01
1571716619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60,,0.63
1571783991000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,0.00
1571851268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,0.41,0.30,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,3.99
1571920923000,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
1571990353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,5.29
1572060724000,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,2.02,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,3.78
1572129485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,2.41
1572198558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,0.64
1572267917000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,0.34
1572337649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,0.86
1572406531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,,0.28
1572476793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50
1572615810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,0.49
1572684939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,0.00
1572754262000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,4.35
1572822749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,1.21
1572962724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1573031855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,,3.15
1573101222000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,0.01
1573171451000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60
1573240765000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.10
1573311556000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,16.95
1573382543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,4.98
1573455245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,0.16
1573527153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,0.37
1573598526000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,1.53,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,4.51
1573670409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,0.67
1573742983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,0.52,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,5.27
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,1.56
1573886613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.35,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,0.91,,0.57
1573958177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,
1574030120000,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,0.31,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,1.03
1574102523000,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,2.55,,,,,,,,,,0.30,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,2.80
1574175364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,,0.59
1574248216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.09,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,0.40
1574319702000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,
1574390894000,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,0.71,,,,0.40,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,4.97
1574463158000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,0.71,,2.00,,0.50,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.05
1574534614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,0.19
1574606767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,1.05
1574677937000,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,1.15,,,,,,,,,,1.03,,,,0.41,,,0.51,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,2.46,,1.00
1574753753000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0.60,,1.75,,5.00,,,0.12,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,7.71,,,1.23,,24.06
1574829912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,1.23,,,1.36,,3.50
1574906610000,,,,,,,,,,,,,,,,,,,1.86,,,,,0.26,,,,,,,,,,,,,,,0.52,,1.78,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,7.16
1574982967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,0.51,,0.40,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,,5.94
1575059347000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,,0.81,5.15,,0.90,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,3.84,,1.73
1575136068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,0.57,,3.01,,2.53,2.65,,,,,,,,,4.14,,,,,,,5.77,,,,,,,,,,,,,,,,,,,3.51,,0.48
1575212493000,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,0.24
1575288653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,1.38
1575366165000,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,1.50,,,,0.91,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,0.46,3.32,,2.73
1575442393000,,,,,,,,,3.48,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,7.64,,11.62,,2.12,6.73,,32.89,,,6.26,,,,,,,,,,,24.50,,,,,2.96,,,,,,,,,,,2.59,,,14.05,,28.05
1575519604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,4.51,,3.82,2.81,,2.05,,,2.56,,,,,,,,,,,1.01,,,,,5.51,,,,,,,,,,,,,,5.57,,10.29
1575596839000,,,,,,,,,14.97,,,,,,,,,,,,,,,,,,,,4.20,,,4.00,,,,,,,8.80,,1.75,,1.41,14.17,,2.81,,,8.28,,,,1.04,,,,,,3.00,11.22,,,,,,,,,,,,,,,,1.04,,,10.13,,7.56
1575673602000,,,,3.00,,,,,18.69,,,,,,,,,,2.40,,,,,7.77,,,,,4.67,,,2.00,,,,,,,7.98,,5.29,,,12.46,,22.33,,1.87,33.77,,,,0.82,,,,,,3.00,14.53,,,,,2.59,,,,,,,,,3.00,,,,41.30,28.08,3.00,35.51
1575749392000,,,,,,,,,19.17,,,,,,,,,,,,,,,15.48,,,,,6.17,,,,,,,,,,17.06,,1.01,,1.20,22.75,,26.06,,0.49,2.51,,,,22.86,,,,,,,10.92,,,,,,,,,,,,,,,,,,,67.76,,39.92
1575826602000,,,,3.00,,,,,17.12,,,,,,,,,,14.45,,,,,1.45,13.80,,,,2.46,,,4.00,,,,,,,18.08,,11.19,,,12.26,,23.64,,,5.05,,,,,,,,,,,3.63,,,,,,,,,,,,,,3.00,,4.33,,23.22,62.38,1.00,5.73
